instance,family,scale,variant,seed,solver,runtime_ms,status,par2_ms,timed_out,structural_result,fallback_used,registry_ms,family_checks,recovery_ms,flow_ms,fallback_ms,total_end_to_end_ms,peak_rss_kb
001_pigeonhole_exact1_boundary_low_scale8_noise0.cnf,pigeonhole_exact1,8,boundary_low,1,kissat,34.489772,UNSATISFIABLE,34.489772,False,,,,,,,,34.489772,1652
001_pigeonhole_exact1_boundary_low_scale8_noise0.cnf,pigeonhole_exact1,8,boundary_low,1,lkk_4a_sealed,18.047669,UNSATISFIABLE,18.047669,False,UNSAT,False,7.90811,11312,0.098218,0.011317,0,10.3669,4064
001_pigeonhole_exact1_boundary_low_scale8_noise0.cnf,pigeonhole_exact1,8,boundary_low,1,lkk_4c_indexed,17.998906,UNSATISFIABLE,17.998906,False,UNSAT,False,4.28418,1520,0.100255,0.010993,0,6.8439,4268
001_pigeonhole_exact1_boundary_low_scale8_noise0.cnf,pigeonhole_exact1,8,boundary_low,1,cadical,117.545313,UNSATISFIABLE,117.545313,False,,,,,,,,117.545313,2552
001_pigeonhole_exact1_boundary_low_scale8_noise0.cnf,pigeonhole_exact1,8,boundary_low,2,lkk_4a_sealed,35.341914,UNSATISFIABLE,35.341914,False,UNSAT,False,9.47334,11312,0.117186,0.013046,0,12.1874,4072
001_pigeonhole_exact1_boundary_low_scale8_noise0.cnf,pigeonhole_exact1,8,boundary_low,2,lkk_4c_indexed,19.426286,UNSATISFIABLE,19.426286,False,UNSAT,False,4.47133,1520,0.107639,0.012306,0,7.57755,4324
001_pigeonhole_exact1_boundary_low_scale8_noise0.cnf,pigeonhole_exact1,8,boundary_low,2,cadical,117.274532,UNSATISFIABLE,117.274532,False,,,,,,,,117.274532,2552
001_pigeonhole_exact1_boundary_low_scale8_noise0.cnf,pigeonhole_exact1,8,boundary_low,2,kissat,34.355129,UNSATISFIABLE,34.355129,False,,,,,,,,34.355129,1688
001_pigeonhole_exact1_boundary_low_scale8_noise0.cnf,pigeonhole_exact1,8,boundary_low,3,lkk_4c_indexed,18.54656,UNSATISFIABLE,18.54656,False,UNSAT,False,4.17446,1520,0.101441,0.011239,0,6.63829,4284
001_pigeonhole_exact1_boundary_low_scale8_noise0.cnf,pigeonhole_exact1,8,boundary_low,3,cadical,117.524162,UNSATISFIABLE,117.524162,False,,,,,,,,117.524162,2552
001_pigeonhole_exact1_boundary_low_scale8_noise0.cnf,pigeonhole_exact1,8,boundary_low,3,kissat,34.652584,UNSATISFIABLE,34.652584,False,,,,,,,,34.652584,1592
001_pigeonhole_exact1_boundary_low_scale8_noise0.cnf,pigeonhole_exact1,8,boundary_low,3,lkk_4a_sealed,18.397205,UNSATISFIABLE,18.397205,False,UNSAT,False,8.72404,11312,0.120063,0.012441,0,11.5496,4160
002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,1,lkk_4a_sealed,66.681474,UNSATISFIABLE,66.681474,False,UNSAT,False,44.5755,37170,0.204474,0.020611,0,47.9283,4268
002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,1,lkk_4c_indexed,34.316904,UNSATISFIABLE,34.316904,False,UNSAT,False,17.1696,3970,0.19455,0.018509,0,20.3181,4400
002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,1,cadical,4082.607791,UNSATISFIABLE,4082.607791,False,,,,,,,,4082.607791,7748
002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,1,kissat,418.915489,UNSATISFIABLE,418.915489,False,,,,,,,,418.915489,3120
002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,2,lkk_4c_indexed,35.040084,UNSATISFIABLE,35.040084,False,UNSAT,False,16.9547,3970,0.217915,0.018469,0,20.4502,4464
002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,2,cadical,4736.602134,UNSATISFIABLE,4736.602134,False,,,,,,,,4736.602134,7544
002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,2,kissat,570.491982,UNSATISFIABLE,570.491982,False,,,,,,,,570.491982,3128
002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,2,lkk_4a_sealed,68.01537,UNSATISFIABLE,68.01537,False,UNSAT,False,48.9417,37170,0.246636,0.024996,0,52.9848,4240
002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,3,cadical,4786.142577,UNSATISFIABLE,4786.142577,False,,,,,,,,4786.142577,8028
002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,3,kissat,568.734076,UNSATISFIABLE,568.734076,False,,,,,,,,568.734076,3008
002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,3,lkk_4a_sealed,67.262129,UNSATISFIABLE,67.262129,False,UNSAT,False,52.76,37170,0.403728,0.018609,0,57.1294,4276
002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,3,lkk_4c_indexed,34.44807,UNSATISFIABLE,34.44807,False,UNSAT,False,16.7696,3970,0.209934,0.01786,0,20.2952,4400
003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,1,lkk_4c_indexed,18.230947,UNSATISFIABLE,18.230947,False,UNSAT,False,1.34254,4515,0.1611,0.011788,0,3.85816,4340
003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,1,cadical,166.745234,UNSATISFIABLE,166.745234,False,,,,,,,,166.745234,2880
003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,1,kissat,167.791626,UNSATISFIABLE,167.791626,False,,,,,,,,167.791626,2260
003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,1,lkk_4a_sealed,67.378141,UNSATISFIABLE,67.378141,False,UNSAT,False,23.3854,141480,0.202914,0.014355,0,27.479,4036
003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,2,cadical,217.804616,UNSATISFIABLE,217.804616,False,,,,,,,,217.804616,2852
003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,2,kissat,167.973755,UNSATISFIABLE,167.973755,False,,,,,,,,167.973755,2520
003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,2,lkk_4a_sealed,34.523576,UNSATISFIABLE,34.523576,False,UNSAT,False,20.6386,141480,0.201114,0.014075,0,23.9616,4256
003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,2,lkk_4c_indexed,18.322971,UNSATISFIABLE,18.322971,False,UNSAT,False,1.52648,4515,0.184269,0.012377,0,4.29038,4144
003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,3,kissat,167.163771,UNSATISFIABLE,167.163771,False,,,,,,,,167.163771,2032
003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,3,lkk_4a_sealed,34.690547,UNSATISFIABLE,34.690547,False,UNSAT,False,21.081,141480,0.190116,0.014272,0,24.462,4228
003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,3,lkk_4c_indexed,18.882713,UNSATISFIABLE,18.882713,False,UNSAT,False,1.70926,4515,0.208277,0.013961,0,5.00114,4240
003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,3,cadical,217.78516,UNSATISFIABLE,217.78516,False,,,,,,,,217.78516,2800
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,1,cadical,5037.221119,TIMEOUT,10000.0,True,,,,,,,,5037.221119,1728
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,1,kissat,5038.034793,TIMEOUT,10000.0,True,,,,,,,,5038.034793,1732
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,1,lkk_4a_sealed,5039.028377,TIMEOUT,10000.0,True,,,,,,,,5039.028377,1672
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,1,lkk_4c_indexed,19.769249,UNSATISFIABLE,19.769249,False,UNSAT,False,4.12304,12606,0.390018,0.01473,0,8.53682,4540
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,2,kissat,5038.999827,TIMEOUT,10000.0,True,,,,,,,,5038.999827,1764
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,2,lkk_4a_sealed,5038.15334,TIMEOUT,10000.0,True,,,,,,,,5038.15334,1728
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,2,lkk_4c_indexed,17.834528,UNSATISFIABLE,17.834528,False,UNSAT,False,3.72054,12606,0.381695,0.013589,0,7.54153,4604
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,2,cadical,5036.993728,TIMEOUT,10000.0,True,,,,,,,,5036.993728,1752
